,GM_Num,Date,Team,Home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,Night,Attendance,Streak,Game_Win,Wins,Losses,Net_Wins,Win_Per,DayOfWeek,Year,Same_Mkt_Team,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,game_id,Date_Same_Mkt_Team,Team_Same_Mkt_Team,Net_Wins_Same_Mkt_Team,Win_Per_Same_Mkt_Team,Streak_Same_Mkt_Team,date_diff
34234,50,2011-05-28,CHC,1,PIT,L,0,10,,22-28,5,7.5,2:28,0,38413,-2,0,22,28,-6,0.44,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-05-28,2011-05-27,CHW,-5,0.4528301886792453,-1,1
34397,51,2011-05-29,CHC,1,PIT,W,3,2,,23-28,5,7.5,2:36,0,37464,1,1,23,28,-5,0.45098039215686275,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-05-29,2011-05-28,CHW,-6,0.4444444444444444,-2,1
34560,52,2011-05-30,CHC,1,HOU,L,7,12,,23-29,5,7.5,3:23,0,30450,-1,0,23,29,-6,0.4423076923076923,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-05-30,2011-05-29,CHW,-7,0.43636363636363634,-3,1
34723,53,2011-05-31,CHC,1,HOU,L,3,7,,23-30,5,8.5,2:32,1,31178,-2,0,23,30,-7,0.4339622641509434,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-05-31,2011-05-30,CHW,-6,0.44642857142857145,1,1
34886,54,2011-06-01,CHC,1,HOU,L,1,3,,23-31,5,8.5,2:49,0,31340,-3,0,23,31,-8,0.42592592592592593,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-06-01,2011-05-31,CHW,-5,0.45614035087719296,2,1
36679,65,2011-06-13,CHC,1,MIL,W,1,0,,26-39,5,11.0,2:28,1,39070,1,1,26,39,-13,0.4,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-06-13,2011-06-12,CHW,-2,0.4852941176470588,2,1
36841,66,2011-06-14,CHC,1,MIL,W-wo,5,4,10,27-39,5,10.0,3:20,1,39151,2,1,27,39,-12,0.4090909090909091,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-06-14,2011-06-12,CHW,-2,0.4852941176470588,2,2
37003,67,2011-06-15,CHC,1,MIL,L,5,9,,27-40,5,11.0,3:02,1,39821,-1,0,27,40,-13,0.40298507462686567,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-06-15,2011-06-12,CHW,-2,0.4852941176470588,2,3
37166,68,2011-06-16,CHC,1,MIL,W,12,7,,28-40,5,10.0,2:56,0,40024,1,1,28,40,-12,0.4117647058823529,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-06-16,2011-06-15,CHW,-3,0.4782608695652174,-1,1
37329,69,2011-06-17,CHC,1,NYY,W,3,1,,29-40,5,9.0,2:43,0,42219,2,1,29,40,-11,0.42028985507246375,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-06-17,2011-06-16,CHW,-4,0.4714285714285714,-2,1
37492,70,2011-06-18,CHC,1,NYY,L,3,4,,29-41,5,10.0,3:43,0,42236,-1,0,29,41,-12,0.4142857142857143,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-06-18,2011-06-17,CHW,-5,0.4647887323943662,-3,1
37655,71,2011-06-19,CHC,1,NYY,L,4,10,,29-42,5,10.0,3:19,1,41828,-2,0,29,42,-13,0.4084507042253521,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-06-19,2011-06-18,CHW,-4,0.4722222222222222,1,1
38796,78,2011-06-27,CHC,1,COL,W,7,3,,32-46,5,11.5,3:03,0,40854,1,1,32,46,-14,0.41025641025641024,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-06-27,2011-06-26,CHW,-3,0.4810126582278481,-1,1
39120,80,2011-06-28,CHC,1,SFG,L,3,6,,32-48,5,12.0,3:00,1,38360,-2,0,32,48,-16,0.4,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-06-28,2011-06-26,CHW,-3,0.4810126582278481,-1,2
39283,81,2011-06-29,CHC,1,SFG,W-wo,2,1,,33-48,5,11.0,2:22,1,37221,1,1,33,48,-15,0.4074074074074074,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-06-29,2011-06-28,CHW,-4,0.475,-2,1
39446,82,2011-06-30,CHC,1,SFG,W-wo,5,2,13,34-48,5,10.0,3:46,0,38158,2,1,34,48,-14,0.4146341463414634,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-06-30,2011-06-29,CHW,-3,0.48148148148148145,1,1
39609,83,2011-07-01,CHC,1,CHW,L,4,6,,34-49,5,11.0,2:43,0,41486,-1,0,34,49,-15,0.40963855421686746,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-07-01,2011-06-30,CHW,-2,0.4878048780487805,2,1
39772,84,2011-07-02,CHC,1,CHW,L,0,1,,34-50,5,11.0,2:37,0,42165,-2,0,34,50,-16,0.40476190476190477,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-07-02,2011-07-01,CHW,-1,0.4939759036144578,3,1
39935,85,2011-07-03,CHC,1,CHW,W,3,1,,35-50,5,10.0,2:23,0,42311,1,1,35,50,-15,0.4117647058823529,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-07-03,2011-07-02,CHW,0,0.5,4,1
41239,93,2011-07-14,CHC,1,FLA,L,3,6,,37-56,5,12.5,3:16,1,38145,-2,0,37,56,-19,0.3978494623655914,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-07-14,2011-07-10,CHW,-4,0.4782608695652174,-1,4
41401,94,2011-07-15,CHC,1,FLA,W,2,1,,38-56,5,11.5,2:37,0,38391,1,1,38,56,-18,0.40425531914893614,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-07-15,2011-07-10,CHW,-4,0.4782608695652174,-1,5
41564,95,2011-07-16,CHC,1,FLA,L,3,13,,38-57,5,12.5,2:43,0,40709,-1,0,38,57,-19,0.4,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-07-16,2011-07-15,CHW,-3,0.4838709677419355,1,1
41727,96,2011-07-17,CHC,1,FLA,L,5,7,,38-58,5,13.0,3:03,0,37634,-2,0,38,58,-20,0.3958333333333333,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-07-17,2011-07-16,CHW,-2,0.48936170212765956,2,1
41890,97,2011-07-18,CHC,1,PHI,W,6,1,,39-58,5,12.5,2:44,1,38183,1,1,39,58,-19,0.4020618556701031,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-07-18,2011-07-17,CHW,-3,0.4842105263157895,-1,1
42053,98,2011-07-19,CHC,1,PHI,L,2,4,,39-59,5,13.5,3:14,1,38857,-1,0,39,59,-20,0.3979591836734694,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-07-19,2011-07-18,CHW,-2,0.4895833333333333,1,1
42216,99,2011-07-20,CHC,1,PHI,L,1,9,,39-60,5,14.0,2:52,0,37864,-2,0,39,60,-21,0.3939393939393939,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-07-20,2011-07-19,CHW,-3,0.4845360824742268,-1,1
42379,100,2011-07-22,CHC,1,HOU,W,4,2,,40-60,5,13.5,2:39,0,39855,1,1,40,60,-20,0.4,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-07-22,2011-07-20,CHW,-4,0.47959183673469385,-2,2
42542,101,2011-07-23,CHC,1,HOU,W,5,1,,41-60,5,12.5,2:49,0,40486,2,1,41,60,-19,0.40594059405940597,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-07-23,2011-07-22,CHW,-3,0.48484848484848486,1,1
42704,102,2011-07-24,CHC,1,HOU,W-wo,5,4,10,42-60,5,11.5,3:28,0,40406,3,1,42,60,-18,0.4117647058823529,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-07-24,2011-07-22,CHW,-3,0.48484848484848486,1,2
44497,113,2011-08-05,CHC,1,CIN,W,4,3,,48-65,5,15.0,3:07,0,42245,6,1,48,65,-17,0.4247787610619469,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-08-05,2011-08-04,CHW,-6,0.4727272727272727,-6,1
44660,114,2011-08-06,CHC,1,CIN,W,11,4,,49-65,5,15.0,3:12,0,41978,7,1,49,65,-16,0.4298245614035088,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-08-06,2011-08-05,CHW,-5,0.4774774774774775,1,1
44823,115,2011-08-07,CHC,1,CIN,L,7,8,,49-66,5,16.0,3:16,0,39619,-1,0,49,66,-17,0.4260869565217391,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-08-07,2011-08-06,CHW,-4,0.48214285714285715,2,1
44987,116,2011-08-09,CHC,1,WSN,L,1,3,,49-67,5,17.0,2:41,1,37109,-2,0,49,67,-18,0.4224137931034483,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-08-09,2011-08-08,CHW,-2,0.49122807017543857,4,1
45150,117,2011-08-10,CHC,1,WSN,W,4,2,,50-67,5,17.0,2:46,1,38010,1,1,50,67,-17,0.42735042735042733,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-08-10,2011-08-09,CHW,-1,0.4956521739130435,5,1
45313,118,2011-08-11,CHC,1,WSN,W,4,3,,51-67,5,16.0,3:02,0,34733,2,1,51,67,-16,0.4322033898305085,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-08-11,2011-08-10,CHW,-2,0.49137931034482757,-1,1
46454,125,2011-08-19,CHC,1,STL,W-wo,5,4,10,55-70,5,18.5,3:06,0,42343,1,1,55,70,-15,0.44,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-08-19,2011-08-18,CHW,-1,0.4959349593495935,-2,1
46617,126,2011-08-20,CHC,1,STL,W,3,0,,56-70,5,18.5,2:43,0,42374,2,1,56,70,-14,0.4444444444444444,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-08-20,2011-08-19,CHW,-2,0.49193548387096775,-3,1
46780,127,2011-08-21,CHC,1,STL,L,2,6,,56-71,5,19.5,2:42,1,39420,-1,0,56,71,-15,0.4409448818897638,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-08-21,2011-08-20,CHW,-1,0.496,1,1
46943,128,2011-08-22,CHC,1,ATL,L,0,3,,56-72,5,20.0,2:49,1,37061,-2,0,56,72,-16,0.4375,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-08-22,2011-08-21,CHW,0,0.5,2,1
47105,129,2011-08-23,CHC,1,ATL,L,4,5,,56-73,5,21.0,2:52,1,36639,-3,0,56,73,-17,0.43410852713178294,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-08-23,2011-08-21,CHW,0,0.5,2,2
47268,130,2011-08-24,CHC,1,ATL,W,3,2,,57-73,5,20.0,2:36,1,37098,1,1,57,73,-16,0.43846153846153846,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-08-24,2011-08-23,CHW,-1,0.49606299212598426,-1,1
47431,131,2011-08-25,CHC,1,ATL,L,3,8,,57-74,5,20.5,2:50,0,36136,-1,0,57,74,-17,0.4351145038167939,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-08-25,2011-08-24,CHW,-2,0.4921875,-2,1
48571,138,2011-09-02,CHC,1,PIT,L,1,3,,59-79,5,22.5,3:24,0,35153,-2,0,59,79,-20,0.427536231884058,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-09-02,2011-08-31,CHW,2,0.5074626865671642,-1,2
48734,139,2011-09-03,CHC,1,PIT,L,5,7,,59-80,5,23.5,3:25,0,36628,-3,0,59,80,-21,0.4244604316546763,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-09-03,2011-09-02,CHW,1,0.5037037037037037,-2,1
48897,140,2011-09-04,CHC,1,PIT,W,6,3,,60-80,5,23.5,3:28,0,40469,1,1,60,80,-20,0.42857142857142855,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-09-04,2011-09-03,CHW,0,0.5,-3,1
49060,141,2011-09-05,CHC,1,CIN,W,4,3,,61-80,5,23.5,2:35,0,41341,2,1,61,80,-19,0.4326241134751773,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-09-05,2011-09-04,CHW,-1,0.49635036496350365,-4,1
49224,142,2011-09-06,CHC,1,CIN,L,2,4,13,61-81,5,23.5,3:54,1,35297,-1,0,61,81,-20,0.4295774647887324,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-09-06,2011-09-05,CHW,1,0.5035971223021583,2,1
49387,143,2011-09-07,CHC,1,CIN,W,6,3,,62-81,5,22.5,2:39,1,36797,1,1,62,81,-19,0.43356643356643354,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-09-07,2011-09-06,CHW,2,0.5071428571428571,3,1
50692,151,2011-09-16,CHC,1,HOU,W-wo,4,3,12,66-85,5,22.0,3:52,0,35318,1,1,66,85,-19,0.4370860927152318,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-09-16,2011-09-15,CHW,-3,0.4899328859060403,-5,1
50855,152,2011-09-17,CHC,1,HOU,W,2,1,,67-85,5,22.0,3:16,0,39377,2,1,67,85,-18,0.4407894736842105,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-09-17,2011-09-16,CHW,-4,0.4866666666666667,-6,1
51018,153,2011-09-18,CHC,1,HOU,L,2,3,,67-86,5,23.0,3:00,0,36250,-1,0,67,86,-19,0.43790849673202614,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-09-18,2011-09-17,CHW,-5,0.48344370860927155,-7,1
51181,154,2011-09-19,CHC,1,MIL,W,5,2,,68-86,4,22.0,2:36,1,35076,1,1,68,86,-18,0.44155844155844154,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-09-19,2011-09-18,CHW,-4,0.4868421052631579,1,1
51343,155,2011-09-20,CHC,1,MIL,L,1,5,,68-87,5,23.0,2:39,1,36571,-1,0,68,87,-19,0.43870967741935485,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-09-20,2011-09-18,CHW,-4,0.4868421052631579,1,2
51507,156,2011-09-21,CHC,1,MIL,W,7,1,,69-87,4,22.0,2:37,0,30965,1,1,69,87,-18,0.4423076923076923,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-09-21,2011-09-20,CHW,-4,0.487012987012987,1,1
52650,2,2012-04-07,CHC,1,WSN,L,4,7,,0-2,6,1.5,3:22,0,40102,-2,0,0,2,-2,0.0,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-04-07,2012-04-06,CHW,-1,0.0,-1,1
52813,3,2012-04-08,CHC,1,WSN,W,4,3,,1-2,5,1.5,2:22,0,31973,1,1,1,2,-1,0.3333333333333333,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-04-08,2012-04-07,CHW,0,0.5,1,1
52976,4,2012-04-09,CHC,1,MIL,L,5,7,,1-3,6,2.5,3:22,1,38136,-1,0,1,3,-2,0.25,Monday,2012,CHW,1,0,0,0,0,0,0,CHC2012-04-09,2012-04-08,CHW,-1,0.3333333333333333,-1,1
53139,5,2012-04-10,CHC,1,MIL,L,4,7,,1-4,6,3.5,3:19,1,37265,-2,0,1,4,-3,0.2,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-04-10,2012-04-09,CHW,0,0.5,1,1
53301,6,2012-04-11,CHC,1,MIL,L,1,2,,1-5,6,3.5,2:59,0,34044,-3,0,1,5,-4,0.16666666666666666,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-04-11,2012-04-09,CHW,0,0.5,1,2
53464,7,2012-04-12,CHC,1,MIL,W,8,0,,2-5,6,3.0,2:47,0,36311,1,1,2,5,-3,0.2857142857142857,Thursday,2012,CHW,0,0,0,1,0,0,0,CHC2012-04-12,2012-04-11,CHW,1,0.6,2,1
54605,14,2012-04-20,CHC,1,CIN,L,4,9,,3-11,6,7.0,2:52,0,37782,-6,0,3,11,-8,0.21428571428571427,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-04-20,2012-04-19,CHW,0,0.5,-1,1
54768,15,2012-04-21,CHC,1,CIN,W,6,1,,4-11,6,6.0,2:40,0,38405,1,1,4,11,-7,0.26666666666666666,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-04-21,2012-04-20,CHW,1,0.5384615384615384,1,1
54931,16,2012-04-22,CHC,1,CIN,L,3,4,,4-12,6,7.0,3:12,0,35801,-1,0,4,12,-8,0.25,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-04-22,2012-04-21,CHW,2,0.5714285714285714,2,1
55094,17,2012-04-23,CHC,1,STL,W-wo,3,2,,5-12,6,6.0,2:54,1,37794,1,1,5,12,-7,0.29411764705882354,Monday,2012,CHW,1,0,0,0,0,0,0,CHC2012-04-23,2012-04-22,CHW,3,0.6,3,1
55257,18,2012-04-24,CHC,1,STL,W-wo,3,2,10,6-12,5,5.0,3:21,1,38894,2,1,6,12,-6,0.3333333333333333,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-04-24,2012-04-23,CHW,4,0.625,4,1
55420,19,2012-04-25,CHC,1,STL,L,1,5,,6-13,6,6.0,2:34,0,34894,-1,0,6,13,-7,0.3157894736842105,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-04-25,2012-04-24,CHW,3,0.5882352941176471,-1,1
56562,26,2012-05-04,CHC,1,LAD,W,5,4,,10-16,6,6.0,3:17,0,37332,1,1,10,16,-6,0.38461538461538464,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-05-04,2012-05-03,CHW,-1,0.48,-2,1
56725,27,2012-05-05,CHC,1,LAD,L,1,5,,10-17,6,6.0,2:51,0,39874,-1,0,10,17,-7,0.37037037037037035,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-05-05,2012-05-04,CHW,-2,0.46153846153846156,-3,1
56888,28,2012-05-06,CHC,1,LAD,W-wo,4,3,11,11-17,6,6.0,3:40,0,38125,1,1,11,17,-6,0.39285714285714285,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-05-06,2012-05-05,CHW,-1,0.48148148148148145,1,1
57051,29,2012-05-07,CHC,1,ATL,W,5,1,,12-17,5,6.0,2:45,1,36307,2,1,12,17,-5,0.41379310344827586,Monday,2012,CHW,1,0,0,0,0,0,0,CHC2012-05-07,2012-05-06,CHW,-2,0.4642857142857143,-1,1
57215,30,2012-05-08,CHC,1,ATL,L,1,3,,12-18,6,7.0,2:47,1,38523,-1,0,12,18,-6,0.4,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-05-08,2012-05-07,CHW,-4,0.43333333333333335,-3,1
57378,31,2012-05-09,CHC,1,ATL,W,1,0,,13-18,5,7.0,2:05,0,31904,1,1,13,18,-5,0.41935483870967744,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-05-09,2012-05-08,CHW,-3,0.45161290322580644,1,1
58356,37,2012-05-16,CHC,1,PHI,L,2,9,,15-22,6,7.0,3:11,1,38678,-2,0,15,22,-7,0.40540540540540543,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-05-16,2012-05-15,CHW,-3,0.4594594594594595,-1,1
58519,38,2012-05-17,CHC,1,PHI,L,7,8,,15-23,6,7.0,3:06,1,37986,-3,0,15,23,-8,0.39473684210526316,Thursday,2012,CHW,0,0,0,1,0,0,0,CHC2012-05-17,2012-05-16,CHW,-4,0.4473684210526316,-2,1
58682,39,2012-05-18,CHC,1,CHW,L,2,3,,15-24,6,7.0,2:34,0,34937,-4,0,15,24,-9,0.38461538461538464,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-05-18,2012-05-17,CHW,-3,0.46153846153846156,1,1
58845,40,2012-05-19,CHC,1,CHW,L,4,7,,15-25,6,7.0,2:51,1,40228,-5,0,15,25,-10,0.375,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-05-19,2012-05-18,CHW,-2,0.475,2,1
59008,41,2012-05-20,CHC,1,CHW,L,0,6,,15-26,6,7.0,2:57,0,38374,-6,0,15,26,-11,0.36585365853658536,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-05-20,2012-05-19,CHW,-1,0.4878048780487805,3,1
60149,48,2012-05-28,CHC,1,SDP,W,11,7,,16-32,6,11.0,3:04,0,38452,1,1,16,32,-16,0.3333333333333333,Monday,2012,CHW,1,0,0,0,0,0,0,CHC2012-05-28,2012-05-27,CHW,4,0.5416666666666666,5,1
60312,49,2012-05-29,CHC,1,SDP,W,5,3,,17-32,6,11.0,2:48,0,35219,2,1,17,32,-15,0.3469387755102041,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-05-29,2012-05-28,CHW,5,0.5510204081632653,6,1
60475,50,2012-05-30,CHC,1,SDP,W-wo,8,6,,18-32,6,10.0,3:30,0,38516,3,1,18,32,-14,0.36,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-05-30,2012-05-29,CHW,6,0.56,7,1
62267,61,2012-06-12,CHC,1,DET,W,4,3,,21-40,6,12.5,3:15,1,41164,2,1,21,40,-19,0.3442622950819672,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-06-12,2012-06-10,CHW,6,0.55,-1,2
62430,62,2012-06-13,CHC,1,DET,L,4,8,,21-41,6,13.5,2:57,1,41326,-1,0,21,41,-20,0.3387096774193548,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-06-13,2012-06-12,CHW,7,0.5573770491803278,1,1
62593,63,2012-06-14,CHC,1,DET,L,3,5,,21-42,6,14.5,2:40,0,42292,-2,0,21,42,-21,0.3333333333333333,Thursday,2012,CHW,0,0,0,1,0,0,0,CHC2012-06-14,2012-06-13,CHW,6,0.5483870967741935,-1,1
62756,64,2012-06-15,CHC,1,BOS,W,3,0,,22-42,6,14.5,2:41,0,40073,1,1,22,42,-20,0.34375,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-06-15,2012-06-14,CHW,5,0.5396825396825397,-2,1
62919,65,2012-06-16,CHC,1,BOS,L,3,4,,22-43,6,15.5,3:06,1,40766,-1,0,22,43,-21,0.3384615384615385,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-06-16,2012-06-15,CHW,4,0.53125,-3,1
63082,66,2012-06-17,CHC,1,BOS,L,4,7,,22-44,6,16.5,3:17,1,38531,-2,0,22,44,-22,0.3333333333333333,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-06-17,2012-06-16,CHW,5,0.5384615384615384,1,1
64223,73,2012-06-25,CHC,1,NYM,W,6,1,,25-48,6,15.5,2:41,1,34092,1,1,25,48,-23,0.3424657534246575,Monday,2012,CHW,1,0,0,0,0,0,0,CHC2012-06-25,2012-06-24,CHW,4,0.5277777777777778,2,1
64386,74,2012-06-26,CHC,1,NYM,W,5,3,,26-48,6,15.5,3:17,1,34064,2,1,26,48,-22,0.35135135135135137,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-06-26,2012-06-25,CHW,3,0.5205479452054794,-1,1
64549,75,2012-06-27,CHC,1,NYM,L,1,17,,26-49,6,15.5,2:47,0,35837,-1,0,26,49,-23,0.3466666666666667,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-06-27,2012-06-26,CHW,4,0.527027027027027,1,1
64713,76,2012-06-29,CHC,1,HOU,W,4,0,,27-49,6,15.0,2:21,0,32891,1,1,27,49,-22,0.35526315789473684,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-06-29,2012-06-28,CHW,6,0.5394736842105263,3,1
64876,77,2012-06-30,CHC,1,HOU,W,3,2,,28-49,6,15.0,3:05,0,37906,2,1,28,49,-21,0.36363636363636365,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-06-30,2012-06-29,CHW,7,0.5454545454545454,4,1
65039,78,2012-07-01,CHC,1,HOU,W,3,0,,29-49,6,14.0,2:23,0,37389,3,1,29,49,-20,0.3717948717948718,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-07-01,2012-06-30,CHW,6,0.5384615384615384,-1,1
66342,86,2012-07-13,CHC,1,ARI,W,8,1,,34-52,5,14.0,2:37,1,36878,2,1,34,52,-18,0.3953488372093023,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-07-13,2012-07-08,CHW,9,0.5529411764705883,-1,5
66505,87,2012-07-14,CHC,1,ARI,W,4,1,,35-52,5,14.0,2:38,0,38068,3,1,35,52,-17,0.40229885057471265,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-07-14,2012-07-13,CHW,10,0.5581395348837209,1,1
66668,88,2012-07-15,CHC,1,ARI,W,3,1,,36-52,5,14.0,2:45,0,36659,4,1,36,52,-16,0.4090909090909091,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-07-15,2012-07-14,CHW,9,0.5517241379310345,-1,1
66832,89,2012-07-17,CHC,1,MIA,L,5,9,,36-53,5,14.5,3:06,1,34397,-1,0,36,53,-17,0.4044943820224719,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-07-17,2012-07-16,CHW,9,0.550561797752809,-1,1
66995,90,2012-07-18,CHC,1,MIA,W,5,1,8,37-53,5,13.5,2:31,1,34934,1,1,37,53,-16,0.4111111111111111,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-07-18,2012-07-17,CHW,10,0.5555555555555556,1,1
67158,91,2012-07-19,CHC,1,MIA,W,4,2,,38-53,5,13.5,2:18,0,32741,2,1,38,53,-15,0.4175824175824176,Thursday,2012,CHW,0,0,0,1,0,0,0,CHC2012-07-19,2012-07-18,CHW,9,0.5494505494505495,-1,1
68299,98,2012-07-27,CHC,1,STL,L,6,9,,40-58,5,18.5,3:03,0,40778,-2,0,40,58,-18,0.40816326530612246,Friday,2012,CHW,0,0,0,0,1,0,0,CHC2012-07-27,2012-07-25,CHW,8,0.5408163265306123,3,2
68462,99,2012-07-28,CHC,1,STL,W,3,2,,41-58,5,18.5,2:52,0,41276,1,1,41,58,-17,0.41414141414141414,Saturday,2012,CHW,0,0,0,0,0,1,0,CHC2012-07-28,2012-07-27,CHW,9,0.5454545454545454,4,1
68625,100,2012-07-29,CHC,1,STL,W-wo,4,2,10,42-58,5,18.5,3:21,0,39534,2,1,42,58,-16,0.42,Sunday,2012,CHW,0,0,0,0,0,0,1,CHC2012-07-29,2012-07-28,CHW,10,0.55,5,1
68788,101,2012-07-30,CHC,1,PIT,W,14,4,,43-58,5,17.5,3:09,1,33337,3,1,43,58,-15,0.42574257425742573,Monday,2012,CHW,1,0,0,0,0,0,0,CHC2012-07-30,2012-07-29,CHW,9,0.5445544554455446,-1,1
68951,102,2012-07-31,CHC,1,PIT,L,0,5,,43-59,5,18.5,2:50,1,33158,-1,0,43,59,-16,0.4215686274509804,Tuesday,2012,CHW,0,1,0,0,0,0,0,CHC2012-07-31,2012-07-30,CHW,8,0.5392156862745098,-2,1
69114,103,2012-08-01,CHC,1,PIT,L,4,8,,43-60,5,19.5,3:24,0,33014,-2,0,43,60,-17,0.4174757281553398,Wednesday,2012,CHW,0,0,1,0,0,0,0,CHC2012-08-01,2012-07-31,CHW,9,0.5436893203883495,1,1
70255,110,2012-08-09,CHC,1,CIN,W,5,3,,44-66,5,21.0,2:55,1,33397,1,1,44,66,-22,0.4,Thursday,2012,CHW,0,0,0,1,0,0,0,CHC2012-08-09,2012-08-08,CHW,10,0.5454545454545454,-2,1
